Orthogroup	Ofaveolata_out_PRO	Mcavernosa2015_out_PRO
OG0001185	Ofaveolata221819	Mcavernosa50235
OG0001186	Ofaveolata233979	Mcavernosa532774, Mcavernosa357793, Mcavernosa555207, Mcavernosa127046
OG0001187	Ofaveolata267188	Mcavernosa66568
OG0001187	Ofaveolata247721, Ofaveolata226243	Mcavernosa25144
OG0001188	Ofaveolata249827, Ofaveolata172969, Ofaveolata159063, Ofaveolata158976	Mcavernosa202059
OG0001189	Ofaveolata259584	Mcavernosa251055
OG0001189	Ofaveolata89371, Ofaveolata173247	Mcavernosa144025
OG0001190	Ofaveolata269925	Mcavernosa1476
OG0001190	Ofaveolata259783, Ofaveolata65937	Mcavernosa449580
OG0001191	Ofaveolata269058	Mcavernosa39529
OG0001191	Ofaveolata263374, Ofaveolata269217	Mcavernosa25117
OG0001192	Ofaveolata255839	Mcavernosa34357
OG0001192	Ofaveolata247255, Ofaveolata246913	Mcavernosa53917
OG0001193	Ofaveolata267436, Ofaveolata264243, Ofaveolata254550, Ofaveolata260273	Mcavernosa43147
OG0001194	Ofaveolata268921	Mcavernosa37577
OG0001194	Ofaveolata232324, Ofaveolata262420	Mcavernosa13397
OG0001195	Ofaveolata113231, Ofaveolata257850, Ofaveolata251071, Ofaveolata222139	Mcavernosa81672
OG0001196	Ofaveolata261799	Mcavernosa145701
OG0001196	Ofaveolata260472, Ofaveolata264197	Mcavernosa131692
OG0001197	Ofaveolata260901, Ofaveolata201516, Ofaveolata268492, Ofaveolata110664	Mcavernosa31046
OG0001198	Ofaveolata252741, Ofaveolata198765, Ofaveolata211597, Ofaveolata259369	Mcavernosa98012
OG0001199	Ofaveolata244151, Ofaveolata285039, Ofaveolata252977, Ofaveolata232316	Mcavernosa322477
OG0001200	Ofaveolata262490	Mcavernosa75304, Mcavernosa114564, Mcavernosa77291, Mcavernosa97635
OG0001201	Ofaveolata267025, Ofaveolata268580	Mcavernosa178039
OG0001201	Ofaveolata260292	Mcavernosa17742
OG0001202	Ofaveolata245962	Mcavernosa307727, Mcavernosa574725
OG0001202	Ofaveolata2086367	Mcavernosa403390
OG0001203	Ofaveolata243824, Ofaveolata260115, Ofaveolata265029, Ofaveolata268532	Mcavernosa38233
OG0001216	Ofaveolata260260	Mcavernosa18288, Mcavernosa176907, Mcavernosa72743
OG0001217	Ofaveolata31432	Mcavernosa171092, Mcavernosa16403, Mcavernosa24520
OG0001218	Ofaveolata251528	Mcavernosa58844
OG0001218	Ofaveolata267531	Mcavernosa29779
OG0001219	Ofaveolata268607	Mcavernosa17705, Mcavernosa57475, Mcavernosa114717
OG0001220	Ofaveolata239540	Mcavernosa2224, Mcavernosa470698, Mcavernosa1098
OG0001221	Ofaveolata266731	Mcavernosa41990, Mcavernosa33600, Mcavernosa190791
OG0001222	Ofaveolata268025	Mcavernosa170156
OG0001222	Ofaveolata234689	Mcavernosa23081
OG0001223	Ofaveolata257215	Mcavernosa372377, Mcavernosa310146, Mcavernosa327705
OG0001224	Ofaveolata197768	Mcavernosa109150, Mcavernosa408627, Mcavernosa208004
OG0001225	Ofaveolata239721	Mcavernosa1824
OG0001225	Ofaveolata242055	Mcavernosa10816
OG0001226	Ofaveolata113265, Ofaveolata183164	Mcavernosa182469, Mcavernosa167
OG0001227	Ofaveolata264298	Mcavernosa325506, Mcavernosa16389, Mcavernosa24473
OG0001228	Ofaveolata266041	Mcavernosa7356, Mcavernosa360520, Mcavernosa660623
OG0001229	Ofaveolata265129	Mcavernosa2357, Mcavernosa13588, Mcavernosa96218
OG0001230	Ofaveolata254953, Ofaveolata256307, Ofaveolata267284	Mcavernosa15268
OG0001231	Ofaveolata267930	Mcavernosa31793
OG0001231	Ofaveolata262677	Mcavernosa20615
OG0001232	Ofaveolata260627	Mcavernosa10081
OG0001232	Ofaveolata270118	Mcavernosa1751
OG0001233	Ofaveolata11603	Mcavernosa96342, Mcavernosa326278, Mcavernosa263455
OG0001234	Ofaveolata228916, Ofaveolata266971, Ofaveolata255059	Mcavernosa47802
OG0001235	Ofaveolata252583	Mcavernosa58610
OG0001235	Ofaveolata252867	Mcavernosa251014
OG0001236	Ofaveolata246868	Mcavernosa195443, Mcavernosa87050, Mcavernosa58402
OG0001238	Ofaveolata266308	Mcavernosa403679
OG0001238	Ofaveolata262595	Mcavernosa17764
OG0001239	Ofaveolata259043	Mcavernosa62671
OG0001239	Ofaveolata258570	Mcavernosa36264
OG0001240	Ofaveolata267960	Mcavernosa10029, Mcavernosa246839, Mcavernosa331205
OG0001241	Ofaveolata264385	Mcavernosa332660
OG0001241	Ofaveolata251917	Mcavernosa14597
OG0001242	Ofaveolata267890, Ofaveolata269747, Ofaveolata265752	Mcavernosa141229
OG0001243	Ofaveolata240874	Mcavernosa2339
OG0001243	Ofaveolata258732	Mcavernosa411047
OG0001245	Ofaveolata264973	Mcavernosa12596, Mcavernosa21147, Mcavernosa22869
OG0001246	Ofaveolata253980	Mcavernosa307490, Mcavernosa223884, Mcavernosa468784
OG0001247	Ofaveolata269383	Mcavernosa20968
OG0001247	Ofaveolata269784	Mcavernosa89955
OG0001248	Ofaveolata260460	Mcavernosa173622
OG0001248	Ofaveolata269009	Mcavernosa115548
OG0001249	Ofaveolata188405	Mcavernosa131668, Mcavernosa207831, Mcavernosa80571
OG0001250	Ofaveolata265722	Mcavernosa132151, Mcavernosa56166, Mcavernosa119134
OG0001251	Ofaveolata259746	Mcavernosa698621
OG0001251	Ofaveolata263116	Mcavernosa9680
OG0001252	Ofaveolata163702	Mcavernosa150064, Mcavernosa543945, Mcavernosa35505
OG0001253	Ofaveolata118856	Mcavernosa12919, Mcavernosa51841, Mcavernosa420463
OG0001254	Ofaveolata257497	Mcavernosa328015, Mcavernosa172328, Mcavernosa13344
OG0001255	Ofaveolata238072, Ofaveolata256935, Ofaveolata253581	Mcavernosa725
OG0001256	Ofaveolata214906	Mcavernosa663848
OG0001256	Ofaveolata269295	Mcavernosa17312
OG0001257	Ofaveolata235700	Mcavernosa258687, Mcavernosa564579, Mcavernosa192289
OG0001258	Ofaveolata266521, Ofaveolata268693	Mcavernosa167037, Mcavernosa274919
OG0001259	Ofaveolata248239	Mcavernosa139327, Mcavernosa67485, Mcavernosa136632
OG0001260	Ofaveolata265646	Mcavernosa28266
OG0001260	Ofaveolata266800	Mcavernosa71397
OG0001262	Ofaveolata262221	Mcavernosa174401
OG0001262	Ofaveolata243973	Mcavernosa80406
OG0001264	Ofaveolata257261	Mcavernosa75802, Mcavernosa55575, Mcavernosa33714
OG0001265	Ofaveolata264941	Mcavernosa16025
OG0001265	Ofaveolata260983	Mcavernosa8181
OG0001266	Ofaveolata113274	Mcavernosa96, Mcavernosa235400, Mcavernosa189642
OG0001267	Ofaveolata252925	Mcavernosa14443, Mcavernosa8748, Mcavernosa1961
OG0001268	Ofaveolata241758	Mcavernosa46881
OG0001268	Ofaveolata255211	Mcavernosa36419
OG0001269	Ofaveolata267380	Mcavernosa31385
OG0001269	Ofaveolata267673	Mcavernosa27200
OG0001270	Ofaveolata268806	Mcavernosa170248, Mcavernosa286263, Mcavernosa150112
OG0001271	Ofaveolata267227	Mcavernosa27262, Mcavernosa234978, Mcavernosa27265
OG0001272	Ofaveolata260658	Mcavernosa4515
OG0001272	Ofaveolata262140	Mcavernosa5233
OG0001273	Ofaveolata260401	Mcavernosa52764, Mcavernosa1773, Mcavernosa114911
OG0001274	Ofaveolata268313	Mcavernosa249511, Mcavernosa159070, Mcavernosa102664
OG0001275	Ofaveolata266941	Mcavernosa4255, Mcavernosa648788, Mcavernosa627344
OG0001276	Ofaveolata161961	Mcavernosa12822, Mcavernosa24498, Mcavernosa24797
OG0001277	Ofaveolata261925	Mcavernosa121734
OG0001277	Ofaveolata67404	Mcavernosa209518
OG0001278	Ofaveolata259887	Mcavernosa38024
OG0001278	Ofaveolata264627	Mcavernosa34634
OG0001279	Ofaveolata264874	Mcavernosa411911
OG0001279	Ofaveolata266367	Mcavernosa35992
OG0001280	Ofaveolata256045	Mcavernosa53092, Mcavernosa2293, Mcavernosa98550
OG0001282	Ofaveolata249142	Mcavernosa16729
OG0001282	Ofaveolata238645	Mcavernosa201529
OG0001283	Ofaveolata1348447	Mcavernosa129741, Mcavernosa170527, Mcavernosa152097
OG0001284	Ofaveolata260444	Mcavernosa107445, Mcavernosa82404, Mcavernosa77991
OG0001285	Ofaveolata267273	Mcavernosa65524, Mcavernosa84017, Mcavernosa12850
OG0001286	Ofaveolata253675, Ofaveolata2116284, Ofaveolata250251	Mcavernosa122105
OG0001287	Ofaveolata260215	Mcavernosa469135
OG0001287	Ofaveolata257788	Mcavernosa61817
OG0001288	Ofaveolata268355	Mcavernosa52987
OG0001288	Ofaveolata265099	Mcavernosa129318
OG0001290	Ofaveolata256258, Ofaveolata260421, Ofaveolata261422	Mcavernosa42553
OG0001291	Ofaveolata261189	Mcavernosa10320
OG0001291	Ofaveolata261744	Mcavernosa55008
OG0001293	Ofaveolata264877	Mcavernosa311790, Mcavernosa19367, Mcavernosa1655
OG0001294	Ofaveolata248951	Mcavernosa211828, Mcavernosa619222, Mcavernosa22091
OG0001295	Ofaveolata251501	Mcavernosa113062, Mcavernosa594314, Mcavernosa344151
OG0001296	Ofaveolata253168	Mcavernosa409542
OG0001296	Ofaveolata264886	Mcavernosa85144
OG0001297	Ofaveolata257028, Ofaveolata252972, Ofaveolata234314	Mcavernosa297415
OG0001298	Ofaveolata269048	Mcavernosa393262
OG0001298	Ofaveolata261802	Mcavernosa5003
OG0001300	Ofaveolata247883, Ofaveolata265915, Ofaveolata266573	Mcavernosa57995
OG0001301	Ofaveolata264743	Mcavernosa75580
OG0001301	Ofaveolata261170	Mcavernosa285257
OG0001302	Ofaveolata249533, Ofaveolata261041	Mcavernosa5876, Mcavernosa7152
OG0001303	Ofaveolata120643	Mcavernosa172271, Mcavernosa59178, Mcavernosa18796
OG0001304	Ofaveolata266500	Mcavernosa17428
OG0001304	Ofaveolata259623	Mcavernosa16990
OG0001305	Ofaveolata266175	Mcavernosa10440
OG0001305	Ofaveolata265806	Mcavernosa43502
OG0001306	Ofaveolata266631	Mcavernosa123012
OG0001306	Ofaveolata261434	Mcavernosa21125
OG0001307	Ofaveolata244889	Mcavernosa44039, Mcavernosa42062, Mcavernosa15255
OG0001308	Ofaveolata264981	Mcavernosa9621
OG0001308	Ofaveolata257197	Mcavernosa2304
OG0001309	Ofaveolata70279	Mcavernosa236427
OG0001309	Ofaveolata175946	Mcavernosa329746
OG0001310	Ofaveolata259628, Ofaveolata276895, Ofaveolata249846	Mcavernosa62223
OG0001311	Ofaveolata236973	Mcavernosa418458, Mcavernosa87776, Mcavernosa394291
OG0001312	Ofaveolata251787	Mcavernosa92181, Mcavernosa87634, Mcavernosa375052
OG0001313	Ofaveolata1235850	Mcavernosa161766
OG0001313	Ofaveolata264154	Mcavernosa137272
OG0001314	Ofaveolata263768	Mcavernosa6544
OG0001314	Ofaveolata259012	Mcavernosa36359
OG0001316	Ofaveolata262118	Mcavernosa20663
OG0001316	Ofaveolata268844	Mcavernosa2589
OG0001317	Ofaveolata267283	Mcavernosa78922
OG0001317	Ofaveolata264365	Mcavernosa1293
OG0001318	Ofaveolata265660	Mcavernosa11796
OG0001318	Ofaveolata247874	Mcavernosa91720
OG0001319	Ofaveolata267039	Mcavernosa142657, Mcavernosa174489, Mcavernosa142578
OG0001321	Ofaveolata258797	Mcavernosa9317, Mcavernosa13613, Mcavernosa182621
OG0001323	Ofaveolata265680	Mcavernosa580649, Mcavernosa4532, Mcavernosa16018
OG0001324	Ofaveolata70002	Mcavernosa444124, Mcavernosa97517, Mcavernosa130030
OG0001325	Ofaveolata2227240	Mcavernosa349461, Mcavernosa315749, Mcavernosa701150
OG0001326	Ofaveolata45812, Ofaveolata212615, Ofaveolata14551	Mcavernosa460909
OG0001327	Ofaveolata241641	Mcavernosa4594
OG0001327	Ofaveolata254586	Mcavernosa253921
OG0001328	Ofaveolata262279	Mcavernosa2327, Mcavernosa619761, Mcavernosa119094
OG0001329	Ofaveolata249074	Mcavernosa59145
OG0001329	Ofaveolata269251	Mcavernosa35911
OG0001330	Ofaveolata259086	Mcavernosa146628, Mcavernosa404506, Mcavernosa64646
OG0001331	Ofaveolata255421	Mcavernosa11073
OG0001331	Ofaveolata258539	Mcavernosa464019
OG0001332	Ofaveolata3076448	Mcavernosa317313, Mcavernosa181134, Mcavernosa230075
OG0001333	Ofaveolata256266	Mcavernosa19244
OG0001333	Ofaveolata32441	Mcavernosa343485
OG0001336	Ofaveolata254004, Ofaveolata259227, Ofaveolata280762	Mcavernosa2991
OG0001337	Ofaveolata261570	Mcavernosa97959, Mcavernosa367831, Mcavernosa4509
OG0001338	Ofaveolata264638	Mcavernosa13525, Mcavernosa302011, Mcavernosa660614
OG0001339	Ofaveolata84544	Mcavernosa301508
OG0001339	Ofaveolata261338	Mcavernosa157706
OG0001340	Ofaveolata265889	Mcavernosa70387
OG0001340	Ofaveolata250233	Mcavernosa20413
OG0001341	Ofaveolata253390	Mcavernosa1557
OG0001341	Ofaveolata267680	Mcavernosa25424
OG0001342	Ofaveolata225366	Mcavernosa18414, Mcavernosa54267, Mcavernosa4457
OG0001343	Ofaveolata261859	Mcavernosa162128
OG0001343	Ofaveolata266452	Mcavernosa55120
OG0001344	Ofaveolata266839	Mcavernosa496408, Mcavernosa51579, Mcavernosa4736
OG0001347	Ofaveolata263008	Mcavernosa20265
OG0001347	Ofaveolata254694	Mcavernosa35103
OG0001348	Ofaveolata251760	Mcavernosa414083
OG0001348	Ofaveolata236636	Mcavernosa208384
OG0001349	Ofaveolata256302	Mcavernosa189906, Mcavernosa42768, Mcavernosa50983
OG0001350	Ofaveolata258096	Mcavernosa709312, Mcavernosa30862, Mcavernosa169
OG0001351	Ofaveolata236621	Mcavernosa210070
OG0001351	Ofaveolata113260	Mcavernosa121
OG0001353	Ofaveolata261207	Mcavernosa11727, Mcavernosa465928, Mcavernosa452219
OG0001354	Ofaveolata267657, Ofaveolata227103, Ofaveolata268252	Mcavernosa76072
OG0001355	Ofaveolata249101	Mcavernosa129992
OG0001355	Ofaveolata248433	Mcavernosa388346
OG0001356	Ofaveolata263769	Mcavernosa170004
OG0001356	Ofaveolata1177826	Mcavernosa127980
OG0001357	Ofaveolata241282	Mcavernosa147047, Mcavernosa68095, Mcavernosa112693
OG0001358	Ofaveolata262866, Ofaveolata209786, Ofaveolata251790	Mcavernosa2689
OG0001359	Ofaveolata265234, Ofaveolata263011, Ofaveolata267443	Mcavernosa38308
OG0001360	Ofaveolata268049	Mcavernosa101549
OG0001360	Ofaveolata225668	Mcavernosa160
OG0001361	Ofaveolata259167	Mcavernosa18786
OG0001361	Ofaveolata266092	Mcavernosa49104
OG0001362	Ofaveolata195904	Mcavernosa340540
OG0001362	Ofaveolata263600	Mcavernosa17523
OG0001363	Ofaveolata256311	Mcavernosa711790
OG0001363	Ofaveolata223125	Mcavernosa332132
OG0001364	Ofaveolata241519	Mcavernosa366926, Mcavernosa50476, Mcavernosa57930
OG0001365	Ofaveolata254438	Mcavernosa43899, Mcavernosa39762, Mcavernosa177621
OG0001366	Ofaveolata234022	Mcavernosa200340, Mcavernosa336795, Mcavernosa135514
OG0001367	Ofaveolata261674	Mcavernosa76651
OG0001367	Ofaveolata242560	Mcavernosa20095
OG0001368	Ofaveolata243711	Mcavernosa23197, Mcavernosa197653, Mcavernosa100333
OG0001369	Ofaveolata266095	Mcavernosa6919
OG0001369	Ofaveolata252675	Mcavernosa156664
OG0001370	Ofaveolata233110, Ofaveolata65569, Ofaveolata255012	Mcavernosa80419
OG0001371	Ofaveolata261731	Mcavernosa259411, Mcavernosa169369, Mcavernosa2611
OG0001372	Ofaveolata227060	Mcavernosa293704
OG0001372	Ofaveolata249552	Mcavernosa122691
OG0001373	Ofaveolata267418, Ofaveolata251801	Mcavernosa844173, Mcavernosa120853
OG0001374	Ofaveolata264900	Mcavernosa44830
OG0001374	Ofaveolata262784	Mcavernosa79482
OG0001375	Ofaveolata163254	Mcavernosa22865
OG0001375	Ofaveolata249190	Mcavernosa1603
OG0001376	Ofaveolata257583	Mcavernosa182121
OG0001376	Ofaveolata266772	Mcavernosa179251
OG0001377	Ofaveolata260770	Mcavernosa262350, Mcavernosa377899, Mcavernosa459933
OG0001379	Ofaveolata266377	Mcavernosa104397, Mcavernosa86566, Mcavernosa132596
OG0001380	Ofaveolata261502	Mcavernosa62194
OG0001380	Ofaveolata265248	Mcavernosa50359
OG0001381	Ofaveolata254915, Ofaveolata248788	Mcavernosa227250, Mcavernosa60295
OG0001382	Ofaveolata261678	Mcavernosa190032, Mcavernosa129552, Mcavernosa439890
OG0001384	Ofaveolata187641	Mcavernosa271671, Mcavernosa112400, Mcavernosa339030
OG0001385	Ofaveolata264972	Mcavernosa228503, Mcavernosa59421, Mcavernosa136016
OG0001386	Ofaveolata205226	Mcavernosa178103
OG0001386	Ofaveolata265749	Mcavernosa213985
OG0001387	Ofaveolata264554	Mcavernosa33180, Mcavernosa24204, Mcavernosa93890
OG0001388	Ofaveolata265135, Ofaveolata266840, Ofaveolata263458	Mcavernosa5616
OG0001389	Ofaveolata231853, Ofaveolata207398, Ofaveolata1299246	Mcavernosa295059
OG0001390	Ofaveolata247234	Mcavernosa15676, Mcavernosa359169, Mcavernosa30644
OG0001391	Ofaveolata268756	Mcavernosa180966, Mcavernosa79286, Mcavernosa27734
OG0001392	Ofaveolata259884	Mcavernosa20274, Mcavernosa5865, Mcavernosa28706
OG0001393	Ofaveolata248948	Mcavernosa2789
OG0001393	Ofaveolata225760	Mcavernosa8915
OG0001394	Ofaveolata254237	Mcavernosa16015
OG0001394	Ofaveolata253437	Mcavernosa14648
OG0001395	Ofaveolata246349	Mcavernosa70793
OG0001395	Ofaveolata269079	Mcavernosa14027
OG0001396	Ofaveolata249171	Mcavernosa31326
OG0001396	Ofaveolata250685	Mcavernosa1996
OG0001397	Ofaveolata230577	Mcavernosa254872
OG0001397	Ofaveolata260406	Mcavernosa56157
OG0001399	Ofaveolata238713	Mcavernosa12183
OG0001399	Ofaveolata256540	Mcavernosa66557
OG0001400	Ofaveolata260795	Mcavernosa7742
OG0001400	Ofaveolata1656191	Mcavernosa239479
OG0001401	Ofaveolata262586	Mcavernosa34383
OG0001401	Ofaveolata260648	Mcavernosa204809
OG0001402	Ofaveolata256078, Ofaveolata260321, Ofaveolata263908	Mcavernosa98649
OG0001403	Ofaveolata258318	Mcavernosa62088
OG0001403	Ofaveolata259158	Mcavernosa22254
OG0001404	Ofaveolata267264	Mcavernosa63515
OG0001404	Ofaveolata261729	Mcavernosa186470
OG0001405	Ofaveolata244885	Mcavernosa92686
OG0001405	Ofaveolata249129	Mcavernosa260942
OG0001406	Ofaveolata252215	Mcavernosa31895, Mcavernosa569326, Mcavernosa25793
OG0001407	Ofaveolata265604	Mcavernosa52611
OG0001407	Ofaveolata266088	Mcavernosa156285
OG0001408	Ofaveolata259129	Mcavernosa96840
OG0001408	Ofaveolata262888	Mcavernosa127707
OG0001409	Ofaveolata226153	Mcavernosa16103
OG0001409	Ofaveolata260912	Mcavernosa8539
OG0001410	Ofaveolata265084, Ofaveolata264496, Ofaveolata268013	Mcavernosa50816
OG0001411	Ofaveolata256233	Mcavernosa83632
OG0001411	Ofaveolata258347	Mcavernosa9064
OG0001412	Ofaveolata265505	Mcavernosa187677
OG0001412	Ofaveolata252992	Mcavernosa206325
OG0001414	Ofaveolata265765	Mcavernosa63268, Mcavernosa34907, Mcavernosa24628
OG0001415	Ofaveolata245797	Mcavernosa598089
OG0001415	Ofaveolata138197	Mcavernosa144511
OG0001416	Ofaveolata113277	Mcavernosa158, Mcavernosa472086, Mcavernosa297621
OG0001417	Ofaveolata261379	Mcavernosa162052
OG0001417	Ofaveolata258977	Mcavernosa64386
OG0001418	Ofaveolata524029	Mcavernosa256338, Mcavernosa21629, Mcavernosa185105
OG0001419	Ofaveolata248888	Mcavernosa13372
OG0001419	Ofaveolata254587	Mcavernosa18261
OG0001420	Ofaveolata1689362	Mcavernosa285559, Mcavernosa301841, Mcavernosa364232
OG0001421	Ofaveolata249670	Mcavernosa305297
OG0001421	Ofaveolata926711	Mcavernosa221135
OG0001422	Ofaveolata224670	Mcavernosa28820
OG0001422	Ofaveolata244110	Mcavernosa11630
OG0001423	Ofaveolata263076	Mcavernosa161114
OG0001423	Ofaveolata257062	Mcavernosa231150
OG0001424	Ofaveolata13613	Mcavernosa28904
OG0001424	Ofaveolata867118	Mcavernosa211495
OG0001425	Ofaveolata265791, Ofaveolata246690, Ofaveolata268573	Mcavernosa17279
OG0001426	Ofaveolata267709, Ofaveolata266527, Ofaveolata264217	Mcavernosa147082
OG0001427	Ofaveolata262565	Mcavernosa14386
OG0001427	Ofaveolata258209	Mcavernosa64937
OG0001428	Ofaveolata266001	Mcavernosa11425
OG0001428	Ofaveolata266908	Mcavernosa37304
OG0001429	Ofaveolata218859, Ofaveolata69690, Ofaveolata43266	Mcavernosa383124
OG0001430	Ofaveolata261200	Mcavernosa198620, Mcavernosa75555, Mcavernosa23009
OG0001431	Ofaveolata1879732, Ofaveolata252837	Mcavernosa95304, Mcavernosa60078
OG0001432	Ofaveolata260270	Mcavernosa62422, Mcavernosa280543, Mcavernosa320840
OG0001433	Ofaveolata253465, Ofaveolata132969, Ofaveolata245229	Mcavernosa56658
OG0001434	Ofaveolata260560	Mcavernosa536419, Mcavernosa442402, Mcavernosa4345
OG0001435	Ofaveolata257646	Mcavernosa66713
OG0001435	Ofaveolata256898	Mcavernosa709095
OG0001436	Ofaveolata262066	Mcavernosa7525
OG0001436	Ofaveolata268305	Mcavernosa29492
OG0001437	Ofaveolata1862914	Mcavernosa22024, Mcavernosa45851, Mcavernosa135130
OG0001438	Ofaveolata262169	Mcavernosa86029, Mcavernosa1041, Mcavernosa137757
OG0001439	Ofaveolata265449	Mcavernosa147934
OG0001439	Ofaveolata268489	Mcavernosa258970
OG0001440	Ofaveolata268590	Mcavernosa120433, Mcavernosa243236, Mcavernosa136091
OG0001441	Ofaveolata261476, Ofaveolata264965, Ofaveolata251253	Mcavernosa23571
OG0001442	Ofaveolata268171	Mcavernosa52015, Mcavernosa211057, Mcavernosa60711
OG0001445	Ofaveolata257207	Mcavernosa319815
OG0001445	Ofaveolata263166	Mcavernosa234864
OG0001446	Ofaveolata268611	Mcavernosa341654, Mcavernosa163053, Mcavernosa340229
OG0001447	Ofaveolata246314	Mcavernosa170657, Mcavernosa85146, Mcavernosa194101
OG0001448	Ofaveolata263782	Mcavernosa7722
OG0001448	Ofaveolata248518	Mcavernosa490710
OG0001449	Ofaveolata208516	Mcavernosa69896, Mcavernosa359388, Mcavernosa665466
OG0001450	Ofaveolata266110	Mcavernosa39750
OG0001450	Ofaveolata245150	Mcavernosa42350
OG0001451	Ofaveolata259140	Mcavernosa8237
OG0001451	Ofaveolata260078	Mcavernosa51642
OG0001452	Ofaveolata262452	Mcavernosa91170
OG0001452	Ofaveolata264134	Mcavernosa2806
OG0001453	Ofaveolata262222	Mcavernosa328092
OG0001453	Ofaveolata259224	Mcavernosa10110
OG0001454	Ofaveolata265061	Mcavernosa18692, Mcavernosa4340, Mcavernosa252640
OG0001455	Ofaveolata214514, Ofaveolata248971, Ofaveolata1994672	Mcavernosa212766
OG0001456	Ofaveolata261453, Ofaveolata240599, Ofaveolata250467	Mcavernosa24269
OG0001457	Ofaveolata262194	Mcavernosa193714, Mcavernosa135367, Mcavernosa17447
OG0001458	Ofaveolata115110	Mcavernosa47112, Mcavernosa30566, Mcavernosa2773
OG0001459	Ofaveolata215624	Mcavernosa16087
OG0001459	Ofaveolata263407	Mcavernosa49115
OG0001462	Ofaveolata254858	Mcavernosa125409, Mcavernosa39916, Mcavernosa71073
OG0001463	Ofaveolata265265	Mcavernosa2978
OG0001463	Ofaveolata237932	Mcavernosa240207
OG0001464	Ofaveolata155538	Mcavernosa6863
OG0001464	Ofaveolata237302	Mcavernosa94762
OG0001465	Ofaveolata261627	Mcavernosa36542
OG0001465	Ofaveolata261690	Mcavernosa5301
OG0001466	Ofaveolata269446, Ofaveolata269844, Ofaveolata262332	Mcavernosa34589
OG0001467	Ofaveolata247403	Mcavernosa339660
OG0001467	Ofaveolata257484	Mcavernosa42917
OG0001468	Ofaveolata254579	Mcavernosa154370, Mcavernosa549948, Mcavernosa349566
OG0001469	Ofaveolata259704	Mcavernosa255315, Mcavernosa56534, Mcavernosa126785
OG0001470	Ofaveolata260086	Mcavernosa16074
OG0001470	Ofaveolata261044	Mcavernosa708881
OG0001471	Ofaveolata81485	Mcavernosa510851, Mcavernosa268849, Mcavernosa494327
OG0001472	Ofaveolata185821	Mcavernosa245977, Mcavernosa135306, Mcavernosa146820
OG0001473	Ofaveolata252666	Mcavernosa574745, Mcavernosa259473, Mcavernosa583020
OG0001474	Ofaveolata254742	Mcavernosa35411
OG0001474	Ofaveolata264075	Mcavernosa1721
OG0001475	Ofaveolata265240	Mcavernosa177058, Mcavernosa485706, Mcavernosa73876
OG0001476	Ofaveolata1636861	Mcavernosa639529, Mcavernosa141903, Mcavernosa61379
OG0001477	Ofaveolata260978	Mcavernosa332259
OG0001477	Ofaveolata118572	Mcavernosa13233
